district,counties,democrat,republican,other
1,Cheyenne - Elbert - Kit Carson - Lincoln - Logan - Morgan - Phillips - Sedgwick - Washington - Weld - Yuma,13589,46983,2966
2,Clear Creek - El Paso - Fremont - Park - Teller,20953,38971,3718
3,Pueblo,29389,23680,2606
4,Douglas,30733,52047,4354
5,Chaffee - Delta - Eagle - Gunnison - Hinsdale - Lake - Pitkin,34470,27143,3446
6,Archuleta - Dolores - La Plata - Montezuma - Montrose - Ouray - San Juan - San Miguel,31093,35150,3450
7,Mesa,20944,39007,3502
8,Garfield - Grand - Jackson - Moffat - Rio Blanco - Routt - Summit,30183,29036,3574
9,El Paso,25797,56108,3944
10,El Paso,23317,36015,3446
11,El Paso,25093,16183,2852
12,El Paso,20783,30730,3036
13,Weld,22215,29363,2956
14,Larimer,49043,24336,3989
15,Larimer,35264,41075,4367
16,Boulder - Denver - Gilpin - Jefferson,43329,34006,4142
17,Boulder,51179,22682,3828
18,Boulder,66816,13469,3056
19,Jefferson,38733,30327,4306
20,Jefferson,47318,36313,4742
21,Adams,27834,14948,2741
22,Jefferson,38033,28710,3888
23,Broomfield - Larimer - Weld,40658,48331,4864
24,Adams,34359,27220,3709
25,Adams,26220,22797,2929
26,Arapahoe,39640,26576,3363
27,Arapahoe,37944,32630,3278
28,Arapahoe,35823,22404,3212
29,Arapahoe,29113,18761,2484
30,Douglas,34572,42864,3539
31,Arapahoe - Denver,59747,17351,3340
32,Denver,52583,16607,3153
33,Denver,56582,8647,2503
34,Denver,50068,10491,2975
35,Alamosa - Baca - Bent - Conejos - Costilla - Crowley - Custer - Huerfano - Kiowa - Las Animas - Mineral - Otero - Prowers - Pueblo - Rio Grande - Saguache,22901,31032,2456
